OrderId,AccountID,StockSymbol,OrderType,Quantity,OrderPrice,Amount,OrderStatus,OrderDate
1176,269,GOOGL,sell,3,181.09,543.27,fulfilled,2023-11-13 9:19:16
1177,270,TCS,buy,31,117.55,3644.0499999999997,fulfilled,2023-11-09 13:33:12
1178,270,TCS,sell,2,117.55,235.1,fulfilled,2023-11-09 13:33:12
1179,271,TCS,buy,93,293.84,27327.12,fulfilled,2023-11-17 9:17:33
1180,271,AAPL,buy,57,50.0,2850.0,fulfilled,2023-11-17 10:28:13
1181,271,AAPL,sell,56,50.0,2800.0,fulfilled,2023-11-17 10:28:13
1182,271,GOOGL,buy,79,294.32,23251.28,fulfilled,2023-11-15 9:43:23
1183,271,GOOGL,buy,3,207.39,622.17,fulfilled,2023-11-15 14:35:42
1184,272,TCS,buy,18,245.07,4411.26,fulfilled,2023-11-15 14:03:51
1185,272,GOOGL,buy,48,243.01,11664.48,fulfilled,2023-11-14 12:31:34
1186,272,MSFT,buy,67,60.31,4040.77,fulfilled,2023-11-15 10:57:16
1187,272,MSFT,sell,10,60.31,603.1,fulfilled,2023-11-15 10:57:16
1188,273,GOOGL,buy,22,175.57,3862.54,fulfilled,2023-11-13 10:01:10
1189,273,GOOGL,sell,9,175.57,1580.1299999999999,fulfilled,2023-11-13 10:01:10
1190,273,TCS,buy,84,296.93,24942.12,fulfilled,2023-11-06 10:00:15
1191,273,TCS,sell,56,296.93,16628.08,fulfilled,2023-11-06 10:00:15
1192,274,TCS,buy,26,86.66,2253.16,fulfilled,2023-11-15 9:05:43
1193,274,AAPL,buy,34,115.96,3942.64,fulfilled,2023-11-08 14:40:10
1194,275,GOOGL,buy,70,332.34,23263.8,fulfilled,2023-11-15 9:51:37
1195,275,GOOGL,sell,70,332.34,23263.8,fulfilled,2023-11-15 9:51:37
1196,275,MSFT,buy,97,10.17,986.49,fulfilled,2023-11-15 9:07:17
1197,276,GOOGL,buy,72,190.45,13712.4,fulfilled,2023-11-07 9:41:31
1198,276,GOOGL,sell,44,190.45,8379.8,fulfilled,2023-11-07 9:41:31
1199,276,TCS,buy,97,85.09,8253.73,fulfilled,2023-11-08 14:31:51
1200,276,GOOGL,buy,25,186.15,4653.75,fulfilled,2023-11-15 13:19:35
1201,276,GOOGL,buy,54,207.22,11189.88,fulfilled,2023-11-14 9:45:36
1202,277,MSFT,buy,10,11.31,113.10000000000001,fulfilled,2023-11-10 10:28:20
1203,277,MSFT,sell,4,11.31,45.24,fulfilled,2023-11-10 10:28:20
1204,277,AAPL,buy,25,83.74,2093.5,fulfilled,2023-11-14 9:24:49
1205,277,TCS,buy,63,83.3,5247.9,fulfilled,2023-11-06 11:18:09
1206,278,MSFT,buy,63,35.4,2230.2,fulfilled,2023-11-09 12:05:45
1207,279,MSFT,buy,6,20.64,123.84,fulfilled,2023-11-07 14:21:52
1208,279,MSFT,sell,4,20.64,82.56,fulfilled,2023-11-07 14:21:52
1209,279,AAPL,buy,93,50.0,4650.0,fulfilled,2023-11-16 14:11:56
1210,280,MSFT,buy,83,10.45,867.3499999999999,fulfilled,2023-11-13 10:45:30
1211,280,MSFT,sell,39,10.45,407.54999999999995,fulfilled,2023-11-13 10:45:30
1212,280,MSFT,buy,3,14.06,42.18,fulfilled,2023-11-14 14:57:13
1213,280,TCS,buy,91,339.38,30883.579999999998,fulfilled,2023-11-13 12:50:14
1214,280,TCS,sell,42,339.38,14253.96,fulfilled,2023-11-13 12:50:14
1215,280,AAPL,buy,3,130.45,391.34999999999997,fulfilled,2023-11-06 10:39:13
1216,280,AAPL,buy,52,98.96,5145.92,fulfilled,2023-11-09 12:29:13
1217,280,AAPL,sell,30,98.96,2968.7999999999997,fulfilled,2023-11-09 12:29:13
1218,281,TCS,buy,49,155.0,7595.0,fulfilled,2023-11-16 12:56:39
1219,281,AAPL,buy,21,122.46,2571.66,fulfilled,2023-11-10 12:36:13
1220,281,AAPL,sell,2,122.46,244.92,fulfilled,2023-11-10 12:36:13
1221,281,MSFT,buy,50,16.71,835.5,fulfilled,2023-11-08 11:38:43
1222,281,MSFT,sell,20,16.71,334.20000000000005,fulfilled,2023-11-08 11:38:43
1223,282,TCS,buy,90,96.39,8675.1,fulfilled,2023-11-08 9:56:07
1224,282,TCS,sell,46,96.39,4433.94,fulfilled,2023-11-08 9:56:07
1225,283,GOOGL,buy,69,239.37,16516.53,fulfilled,2023-11-10 13:15:10
1226,283,GOOGL,sell,14,239.37,3351.1800000000003,fulfilled,2023-11-10 13:15:10
1227,283,TCS,buy,98,56.41,5528.179999999999,fulfilled,2023-11-14 12:02:24
1228,283,TCS,sell,8,56.41,451.28,fulfilled,2023-11-14 12:02:24
1229,283,GOOGL,buy,21,212.16,4455.36,fulfilled,2023-11-14 9:12:29
1230,283,GOOGL,sell,11,212.16,2333.7599999999998,fulfilled,2023-11-14 9:12:29
1231,283,TCS,buy,89,180.3,16046.7,fulfilled,2023-11-08 14:09:59
1232,283,TCS,buy,42,62.39,2620.38,fulfilled,2023-11-07 12:33:43
1233,283,TCS,sell,21,62.39,1310.19,fulfilled,2023-11-07 12:33:43
1234,284,GOOGL,buy,56,166.29,9312.24,fulfilled,2023-11-14 10:22:41
1235,284,TCS,buy,53,54.81,2904.9300000000003,fulfilled,2023-11-08 12:17:22
1236,285,MSFT,buy,23,104.74,2409.02,fulfilled,2023-11-17 10:00:56
1237,285,MSFT,sell,21,104.74,2199.54,fulfilled,2023-11-17 10:00:56
1238,285,GOOGL,buy,38,270.9,10294.199999999999,fulfilled,2023-11-09 11:30:19
1239,286,AAPL,buy,6,82.61,495.65999999999997,fulfilled,2023-11-13 14:19:21
1240,286,GOOGL,buy,62,175.36,10872.320000000002,fulfilled,2023-11-10 10:14:50
1241,286,GOOGL,sell,5,175.36,876.8000000000001,fulfilled,2023-11-10 10:14:50
1242,286,MSFT,buy,92,121.28,11157.76,fulfilled,2023-11-17 9:53:56
1243,286,MSFT,sell,45,121.28,5457.6,fulfilled,2023-11-17 9:53:56
1244,286,GOOGL,buy,91,296.42,26974.22,fulfilled,2023-11-13 11:35:26
1245,286,GOOGL,sell,80,296.42,23713.600000000002,fulfilled,2023-11-13 11:35:26
1246,287,AAPL,buy,1,90.17,90.17,fulfilled,2023-11-14 14:39:54
1247,287,TCS,buy,93,63.27,5884.110000000001,fulfilled,2023-11-17 14:37:31
1248,287,TCS,sell,45,63.27,2847.15,fulfilled,2023-11-17 14:37:31
1249,287,MSFT,buy,67,36.09,2418.03,fulfilled,2023-11-13 12:21:48
1250,287,TCS,buy,38,92.82,3527.16,fulfilled,2023-11-06 13:12:59
1251,287,TCS,sell,36,92.82,3341.5199999999995,fulfilled,2023-11-06 13:12:59
1252,288,AAPL,buy,42,127.81,5368.02,fulfilled,2023-11-07 13:29:39
1253,288,AAPL,sell,18,127.81,2300.58,fulfilled,2023-11-07 13:29:39
1254,288,MSFT,buy,28,19.89,556.9200000000001,fulfilled,2023-11-10 12:01:22
1255,288,MSFT,sell,11,19.89,218.79000000000002,fulfilled,2023-11-10 12:01:22
1256,288,GOOGL,buy,3,252.13,756.39,fulfilled,2023-11-14 10:33:47
1257,288,GOOGL,sell,3,252.13,756.39,fulfilled,2023-11-14 10:33:47
1258,288,AAPL,buy,10,188.53,1885.3,fulfilled,2023-11-07 13:50:18
1259,288,AAPL,sell,8,188.53,1508.24,fulfilled,2023-11-07 13:50:18
1260,289,TCS,buy,11,146.77,1614.47,fulfilled,2023-11-07 13:09:08
1261,289,TCS,sell,1,146.77,146.77,fulfilled,2023-11-07 13:09:08
1262,289,GOOGL,buy,74,156.84,11606.16,fulfilled,2023-11-14 10:25:08
1263,289,MSFT,buy,27,16.6,448.20000000000005,fulfilled,2023-11-10 11:59:16
1264,290,MSFT,buy,24,41.39,993.36,fulfilled,2023-11-16 11:15:58
1265,290,MSFT,sell,8,41.39,331.12,fulfilled,2023-11-16 11:15:58
1266,290,GOOGL,buy,51,176.91,9022.41,fulfilled,2023-11-17 14:57:23
1267,290,GOOGL,sell,39,176.91,6899.49,fulfilled,2023-11-17 14:57:23
1268,290,MSFT,buy,32,36.28,1160.96,fulfilled,2023-11-06 11:10:24
1269,291,GOOGL,buy,45,310.42,13968.900000000001,fulfilled,2023-11-09 13:37:40
1270,291,GOOGL,sell,33,310.42,10243.86,fulfilled,2023-11-09 13:37:40
1271,291,GOOGL,buy,57,317.3,18086.100000000002,fulfilled,2023-11-15 9:37:12
1272,291,GOOGL,sell,9,317.3,2855.7000000000003,fulfilled,2023-11-15 9:37:12
1273,291,MSFT,buy,94,26.17,2459.98,fulfilled,2023-11-08 11:52:17
1274,291,MSFT,buy,43,15.14,651.02,fulfilled,2023-11-08 11:01:48
1275,291,MSFT,sell,29,15.14,439.06,fulfilled,2023-11-08 11:01:48
1276,292,MSFT,buy,83,85.11,7064.13,fulfilled,2023-11-16 10:29:16
1277,292,AAPL,buy,76,53.97,4101.72,fulfilled,2023-11-16 14:08:31
1278,292,MSFT,buy,10,38.7,387.0,fulfilled,2023-11-17 11:55:38
1279,292,GOOGL,buy,99,161.96,16034.04,fulfilled,2023-11-10 13:07:59
1280,292,GOOGL,sell,4,161.96,647.84,fulfilled,2023-11-10 13:07:59
1281,292,AAPL,buy,26,68.41,1778.6599999999999,fulfilled,2023-11-09 13:36:00
1282,292,AAPL,sell,15,68.41,1026.1499999999999,fulfilled,2023-11-09 13:36:00
1283,293,MSFT,buy,71,20.09,1426.39,fulfilled,2023-11-10 12:01:49
1284,293,MSFT,sell,19,20.09,381.71,fulfilled,2023-11-10 12:01:49
1285,293,AAPL,buy,6,94.07,564.42,fulfilled,2023-11-06 9:00:50
1286,293,GOOGL,buy,8,214.99,1719.92,fulfilled,2023-11-09 12:18:53
1287,293,AAPL,buy,43,71.3,3065.9,fulfilled,2023-11-15 14:03:29
1288,294,TCS,buy,73,89.71,6548.83,fulfilled,2023-11-13 14:36:52
1289,294,AAPL,buy,24,137.21,3293.04,fulfilled,2023-11-16 9:41:17
1290,294,AAPL,sell,4,137.21,548.84,fulfilled,2023-11-16 9:41:17
1291,295,GOOGL,buy,25,257.32,6433.0,fulfilled,2023-11-17 9:00:45
1292,295,GOOGL,buy,56,257.54,14422.240000000002,fulfilled,2023-11-15 12:39:56
1293,295,MSFT,buy,8,58.34,466.72,fulfilled,2023-11-17 10:59:28
1294,296,AAPL,buy,18,75.27,1354.86,fulfilled,2023-11-15 12:05:52
1295,296,AAPL,sell,13,75.27,978.51,fulfilled,2023-11-15 12:05:52
1296,297,AAPL,buy,7,60.84,425.88,fulfilled,2023-11-08 11:53:56
1297,297,AAPL,sell,7,60.84,425.88,fulfilled,2023-11-08 11:53:56
1298,297,TCS,buy,60,344.02,20641.199999999997,fulfilled,2023-11-13 13:16:06
1299,298,TCS,buy,2,150.99,301.98,fulfilled,2023-11-17 10:21:21
1300,298,TCS,sell,2,150.99,301.98,fulfilled,2023-11-17 10:21:21
1301,299,MSFT,buy,10,113.82,1138.1999999999998,fulfilled,2023-11-17 9:46:05
1302,300,AAPL,buy,4,147.93,591.72,fulfilled,2023-11-07 9:28:50
1303,300,TCS,buy,72,93.81,6754.32,fulfilled,2023-11-10 14:07:38
1304,300,GOOGL,buy,94,308.52,29000.879999999997,fulfilled,2023-11-07 9:00:32
1305,300,GOOGL,sell,15,308.52,4627.799999999999,fulfilled,2023-11-07 9:00:32
1306,301,MSFT,buy,69,13.82,953.58,fulfilled,2023-11-13 9:23:33
1307,301,MSFT,sell,55,13.82,760.1,fulfilled,2023-11-13 9:23:33
1308,301,GOOGL,buy,92,194.52,17895.84,fulfilled,2023-11-15 11:31:30
1309,301,AAPL,buy,71,57.17,4059.07,fulfilled,2023-11-09 13:01:02
1310,301,AAPL,sell,10,57.17,571.7,fulfilled,2023-11-09 13:01:02
1311,301,MSFT,buy,73,59.85,4369.05,fulfilled,2023-11-17 10:59:55
1312,302,GOOGL,buy,61,255.55,15588.550000000001,fulfilled,2023-11-08 11:03:45
1313,302,GOOGL,sell,45,255.55,11499.75,fulfilled,2023-11-08 11:03:45
1314,302,AAPL,buy,81,75.79,6138.990000000001,fulfilled,2023-11-17 12:50:28
1315,302,AAPL,sell,12,75.79,909.48,fulfilled,2023-11-17 12:50:28
1316,302,MSFT,buy,49,32.4,1587.6,fulfilled,2023-11-13 12:04:08
1317,302,MSFT,sell,48,32.4,1555.1999999999998,fulfilled,2023-11-13 12:04:08
1318,302,AAPL,buy,70,64.97,4547.9,fulfilled,2023-11-15 10:56:05
1319,302,AAPL,sell,23,64.97,1494.31,fulfilled,2023-11-15 10:56:05
1320,302,AAPL,buy,15,125.25,1878.75,fulfilled,2023-11-07 14:52:28
1321,303,GOOGL,buy,7,166.58,1166.0600000000002,fulfilled,2023-11-16 9:42:35
1322,303,GOOGL,buy,77,244.98,18863.46,fulfilled,2023-11-09 14:58:49
1323,304,GOOGL,buy,17,206.0,3502.0,fulfilled,2023-11-14 10:47:41
1324,304,GOOGL,sell,7,206.0,1442.0,fulfilled,2023-11-14 10:47:41
1325,304,GOOGL,buy,84,176.83,14853.720000000001,fulfilled,2023-11-13 10:10:42
1326,305,AAPL,buy,71,102.53,7279.63,fulfilled,2023-11-15 9:26:53
1327,305,AAPL,sell,13,102.53,1332.89,fulfilled,2023-11-15 9:26:53
1328,306,MSFT,buy,100,115.17,11517.0,fulfilled,2023-11-15 12:31:30
1329,306,MSFT,sell,80,115.17,9213.6,fulfilled,2023-11-15 12:31:30
1330,306,MSFT,buy,3,141.74,425.22,fulfilled,2023-11-16 9:26:34
1331,306,AAPL,buy,96,66.44,6378.24,fulfilled,2023-11-17 10:34:27
1332,306,AAPL,buy,60,117.35,7041.0,fulfilled,2023-11-15 14:47:38
1333,307,TCS,buy,17,461.79,7850.43,fulfilled,2023-11-13 10:22:44
1334,307,TCS,sell,8,461.79,3694.32,fulfilled,2023-11-13 10:22:44
1335,308,GOOGL,buy,31,157.43,4880.33,fulfilled,2023-11-16 9:13:59
1336,308,GOOGL,sell,31,157.43,4880.33,fulfilled,2023-11-16 9:13:59
1337,308,TCS,buy,16,70.37,1125.92,fulfilled,2023-11-10 10:56:37
1338,308,GOOGL,buy,97,176.28,17099.16,fulfilled,2023-11-16 9:09:08
1339,308,MSFT,buy,33,13.78,454.73999999999995,fulfilled,2023-11-13 13:40:30
1340,308,MSFT,sell,20,13.78,275.59999999999997,fulfilled,2023-11-13 13:40:30
1341,308,TCS,buy,69,412.36,28452.84,fulfilled,2023-11-13 12:08:48
1342,309,TCS,buy,18,95.17,1713.06,fulfilled,2023-11-08 13:34:04
1343,310,GOOGL,buy,92,195.16,17954.72,fulfilled,2023-11-13 12:07:21
1344,310,AAPL,buy,43,107.86,4637.98,fulfilled,2023-11-09 10:48:11
1345,310,AAPL,sell,21,107.86,2265.06,fulfilled,2023-11-09 10:48:11
1346,310,GOOGL,buy,100,321.96,32195.999999999996,fulfilled,2023-11-08 13:36:44
1347,310,GOOGL,sell,50,321.96,16097.999999999998,fulfilled,2023-11-08 13:36:44
1348,310,TCS,buy,77,466.62,35929.74,fulfilled,2023-11-08 10:31:57
1349,310,TCS,sell,70,466.62,32663.4,fulfilled,2023-11-08 10:31:57
1350,311,MSFT,buy,64,37.42,2394.88,fulfilled,2023-11-17 12:52:11
1351,311,MSFT,sell,25,37.42,935.5,fulfilled,2023-11-17 12:52:11
1352,311,TCS,buy,87,50.14,4362.18,fulfilled,2023-11-07 11:51:24
1353,311,TCS,buy,96,181.19,17394.239999999998,fulfilled,2023-11-07 12:06:19
1354,311,AAPL,buy,40,149.63,5985.2,fulfilled,2023-11-07 14:36:12
1355,312,GOOGL,buy,72,239.86,17269.920000000002,fulfilled,2023-11-15 14:45:20
1356,313,AAPL,buy,13,174.23,2264.99,fulfilled,2023-11-07 12:40:41
1357,313,AAPL,sell,12,174.23,2090.7599999999998,fulfilled,2023-11-07 12:40:41
1358,314,MSFT,buy,53,12.35,654.55,fulfilled,2023-11-08 14:28:17
1359,314,MSFT,sell,36,12.35,444.59999999999997,fulfilled,2023-11-08 14:28:17
1360,314,GOOGL,buy,33,246.88,8147.04,fulfilled,2023-11-09 12:40:21
1361,314,GOOGL,sell,19,246.88,4690.72,fulfilled,2023-11-09 12:40:21
1362,315,TCS,buy,21,349.5,7339.5,fulfilled,2023-11-08 10:13:13
1363,315,TCS,buy,97,80.52,7810.44,fulfilled,2023-11-07 13:36:42
1364,316,GOOGL,buy,43,281.86,12119.980000000001,fulfilled,2023-11-15 9:48:33
1365,316,TCS,buy,13,137.18,1783.3400000000001,fulfilled,2023-11-16 13:14:03
1366,316,TCS,sell,11,137.18,1508.98,fulfilled,2023-11-16 13:14:03
1367,316,AAPL,buy,72,109.41,7877.5199999999995,fulfilled,2023-11-07 13:27:04
1368,316,AAPL,sell,65,109.41,7111.65,fulfilled,2023-11-07 13:27:04
1369,316,GOOGL,buy,46,242.32,11146.72,fulfilled,2023-11-06 11:14:43
1370,316,MSFT,buy,95,10.12,961.4,fulfilled,2023-11-14 11:55:31
1371,317,AAPL,buy,50,96.43,4821.5,fulfilled,2023-11-10 14:28:43
1372,317,AAPL,sell,11,96.43,1060.73,fulfilled,2023-11-10 14:28:43
1373,317,GOOGL,buy,48,298.66,14335.68,fulfilled,2023-11-16 14:57:21
1374,318,AAPL,buy,93,109.26,10161.18,fulfilled,2023-11-10 14:50:40
1375,318,AAPL,sell,9,109.26,983.34,fulfilled,2023-11-10 14:50:40
1376,319,MSFT,buy,28,146.36,4098.08,fulfilled,2023-11-15 11:27:41
1377,319,MSFT,sell,2,146.36,292.72,fulfilled,2023-11-15 11:27:41
1378,319,MSFT,buy,34,27.11,921.74,fulfilled,2023-11-08 9:26:44
1379,319,MSFT,sell,23,27.11,623.53,fulfilled,2023-11-08 9:26:44
1380,319,GOOGL,buy,5,289.95,1449.75,fulfilled,2023-11-16 13:32:37
1381,319,GOOGL,sell,3,289.95,869.8499999999999,fulfilled,2023-11-16 13:32:37
1382,319,MSFT,buy,26,19.45,505.7,fulfilled,2023-11-06 9:20:23
1383,320,TCS,buy,37,62.8,2323.6,fulfilled,2023-11-14 11:15:44
1384,320,TCS,buy,11,65.33,718.63,fulfilled,2023-11-14 13:57:40
1385,320,TCS,buy,59,68.45,4038.55,fulfilled,2023-11-10 11:02:08
1386,320,AAPL,buy,27,160.79,4341.33,fulfilled,2023-11-10 14:59:31
1387,320,MSFT,buy,31,12.19,377.89,fulfilled,2023-11-15 9:04:47
1388,320,MSFT,sell,25,12.19,304.75,fulfilled,2023-11-15 9:04:47
1389,321,TCS,buy,40,114.86,4594.4,fulfilled,2023-11-14 12:34:03
1390,321,TCS,sell,10,114.86,1148.6,fulfilled,2023-11-14 12:34:03
1391,321,MSFT,buy,87,60.45,5259.150000000001,fulfilled,2023-11-15 10:57:00
1392,321,GOOGL,buy,81,165.28,13387.68,fulfilled,2023-11-15 12:55:02
1393,321,GOOGL,sell,23,165.28,3801.44,fulfilled,2023-11-15 12:55:02
1394,321,TCS,buy,44,108.16,4759.04,fulfilled,2023-11-17 13:18:22
1395,321,TCS,buy,32,180.87,5787.84,fulfilled,2023-11-16 14:36:58
1396,321,TCS,sell,31,180.87,5606.97,fulfilled,2023-11-16 14:36:58
1397,322,GOOGL,buy,38,341.53,12978.14,fulfilled,2023-11-08 11:58:55
1398,322,TCS,buy,98,257.83,25267.34,fulfilled,2023-11-08 11:09:21
1399,322,GOOGL,buy,7,171.01,1197.07,fulfilled,2023-11-16 11:09:34
1400,322,GOOGL,sell,1,171.01,171.01,fulfilled,2023-11-16 11:09:34
1401,322,AAPL,buy,44,86.52,3806.8799999999997,fulfilled,2023-11-13 10:40:36
1402,323,AAPL,buy,2,63.7,127.4,fulfilled,2023-11-06 11:54:44
1403,324,AAPL,buy,90,71.4,6426.000000000001,fulfilled,2023-11-15 11:28:57
1404,324,AAPL,sell,27,71.4,1927.8000000000002,fulfilled,2023-11-15 11:28:57
1405,324,MSFT,buy,8,108.35,866.8,fulfilled,2023-11-15 11:22:41
1406,324,AAPL,buy,74,164.59,12179.66,fulfilled,2023-11-08 9:14:53
1407,324,MSFT,buy,77,45.96,3538.92,fulfilled,2023-11-17 14:38:26
1408,324,MSFT,sell,17,45.96,781.32,fulfilled,2023-11-17 14:38:26
1409,325,AAPL,buy,1,84.71,84.71,fulfilled,2023-11-14 9:43:37
1410,325,TCS,buy,78,104.26,8132.280000000001,fulfilled,2023-11-16 13:25:50
1411,326,AAPL,buy,2,74.99,149.98,fulfilled,2023-11-15 14:29:23
1412,327,AAPL,buy,68,91.82,6243.759999999999,fulfilled,2023-11-14 14:46:45
1413,327,AAPL,buy,58,61.94,3592.52,fulfilled,2023-11-08 11:04:34
1414,327,AAPL,sell,16,61.94,991.04,fulfilled,2023-11-08 11:04:34
1415,328,TCS,buy,55,116.13,6387.15,fulfilled,2023-11-07 9:20:07
1416,328,TCS,sell,33,116.13,3832.29,fulfilled,2023-11-07 9:20:07
1417,329,MSFT,buy,20,16.69,333.8,fulfilled,2023-11-10 11:59:58
1418,330,GOOGL,buy,24,331.56,7957.4400000000005,fulfilled,2023-11-15 10:38:40
1419,330,GOOGL,sell,22,331.56,7294.32,fulfilled,2023-11-15 10:38:40
1420,331,MSFT,buy,82,22.55,1849.1000000000001,fulfilled,2023-11-09 9:44:45
1421,331,MSFT,sell,26,22.55,586.3000000000001,fulfilled,2023-11-09 9:44:45
1422,332,MSFT,buy,94,21.0,1974.0,fulfilled,2023-11-17 12:11:51
1423,332,MSFT,sell,76,21.0,1596.0,fulfilled,2023-11-17 12:11:51
1424,333,AAPL,buy,70,62.53,4377.1,fulfilled,2023-11-15 10:04:52
1425,334,MSFT,buy,54,18.64,1006.5600000000001,fulfilled,2023-11-09 11:42:12
1426,334,MSFT,sell,28,18.64,521.9200000000001,fulfilled,2023-11-09 11:42:12
1427,334,MSFT,buy,34,10.07,342.38,fulfilled,2023-11-10 14:40:22
1428,335,AAPL,buy,78,138.45,10799.099999999999,fulfilled,2023-11-07 14:47:31
1429,335,MSFT,buy,93,14.63,1360.5900000000001,fulfilled,2023-11-10 12:28:24
1430,335,MSFT,sell,72,14.63,1053.3600000000001,fulfilled,2023-11-10 12:28:24
1431,335,TCS,buy,28,113.13,3167.64,fulfilled,2023-11-17 10:40:50
1432,335,TCS,sell,6,113.13,678.78,fulfilled,2023-11-17 10:40:50
1433,335,AAPL,buy,8,124.66,997.28,fulfilled,2023-11-16 9:12:23
1434,335,AAPL,sell,4,124.66,498.64,fulfilled,2023-11-16 9:12:23
1435,336,MSFT,buy,60,90.65,5439.0,fulfilled,2023-11-17 13:38:02
1436,336,TCS,buy,7,117.83,824.81,fulfilled,2023-11-10 14:27:46
1437,336,TCS,sell,4,117.83,471.32,fulfilled,2023-11-10 14:27:46
1438,336,AAPL,buy,86,132.38,11384.68,fulfilled,2023-11-09 11:34:34
1439,336,AAPL,sell,32,132.38,4236.16,fulfilled,2023-11-09 11:34:34
1440,337,GOOGL,buy,83,165.14,13706.619999999999,fulfilled,2023-11-16 11:07:00
1441,337,MSFT,buy,1,48.91,48.91,fulfilled,2023-11-15 10:34:43
1442,337,TCS,buy,70,88.76,6213.200000000001,fulfilled,2023-11-08 14:44:44
1443,337,GOOGL,buy,100,187.78,18778.0,fulfilled,2023-11-14 10:54:56
1444,337,GOOGL,sell,82,187.78,15397.960000000001,fulfilled,2023-11-14 10:54:56
1445,338,AAPL,buy,77,71.77,5526.29,fulfilled,2023-11-15 9:40:52
1446,338,MSFT,buy,36,33.59,1209.2400000000002,fulfilled,2023-11-09 11:56:27
1447,338,MSFT,sell,25,33.59,839.7500000000001,fulfilled,2023-11-09 11:56:27
1448,338,GOOGL,buy,65,153.93,10005.45,fulfilled,2023-11-10 9:53:25
1449,338,GOOGL,sell,27,153.93,4156.110000000001,fulfilled,2023-11-10 9:53:25
1450,338,GOOGL,buy,86,329.84,28366.239999999998,fulfilled,2023-11-07 12:59:42
1451,338,GOOGL,sell,23,329.84,7586.32,fulfilled,2023-11-07 12:59:42
1452,338,GOOGL,buy,12,163.56,1962.72,fulfilled,2023-11-10 14:18:33
1453,338,GOOGL,sell,6,163.56,981.36,fulfilled,2023-11-10 14:18:33
1454,339,AAPL,buy,95,66.94,6359.3,fulfilled,2023-11-16 13:12:59
1455,339,AAPL,sell,44,66.94,2945.3599999999997,fulfilled,2023-11-16 13:12:59
1456,339,AAPL,buy,49,101.99,4997.509999999999,fulfilled,2023-11-09 12:22:52
1457,340,AAPL,buy,15,146.96,2204.4,fulfilled,2023-11-08 13:45:33
1458,340,AAPL,sell,10,146.96,1469.6000000000001,fulfilled,2023-11-08 13:45:33
1459,340,MSFT,buy,93,10.98,1021.14,fulfilled,2023-11-08 13:18:10
1460,340,MSFT,sell,25,10.98,274.5,fulfilled,2023-11-08 13:18:10
1461,340,GOOGL,buy,36,234.96,8458.56,fulfilled,2023-11-13 12:03:49
1462,340,GOOGL,sell,25,234.96,5874.0,fulfilled,2023-11-13 12:03:49
1463,340,TCS,buy,83,87.57,7268.3099999999995,fulfilled,2023-11-16 10:29:32
1464,341,TCS,buy,93,120.82,11236.26,fulfilled,2023-11-15 14:53:22
1465,341,TCS,sell,10,120.82,1208.1999999999998,fulfilled,2023-11-15 14:53:22
1466,341,MSFT,buy,51,38.25,1950.75,fulfilled,2023-11-15 13:16:42
1467,341,MSFT,buy,1,28.5,28.5,fulfilled,2023-11-09 9:27:06
1468,341,AAPL,buy,41,72.73,2981.9300000000003,fulfilled,2023-11-17 9:15:56
1469,341,MSFT,buy,84,28.35,2381.4,fulfilled,2023-11-13 12:32:18
1470,342,GOOGL,buy,54,200.66,10835.64,fulfilled,2023-11-07 11:47:19
1471,342,GOOGL,sell,33,200.66,6621.78,fulfilled,2023-11-07 11:47:19
1472,342,GOOGL,buy,10,238.63,2386.3,fulfilled,2023-11-15 13:48:54
1473,342,GOOGL,sell,1,238.63,238.63,fulfilled,2023-11-15 13:48:54
1474,342,MSFT,buy,86,22.17,1906.6200000000001,fulfilled,2023-11-07 10:56:26
1475,342,MSFT,sell,34,22.17,753.7800000000001,fulfilled,2023-11-07 10:56:26
1476,342,MSFT,buy,67,119.68,8018.56,fulfilled,2023-11-16 10:06:20
1477,342,MSFT,sell,16,119.68,1914.88,fulfilled,2023-11-16 10:06:20
1478,342,MSFT,buy,94,25.9,2434.6,fulfilled,2023-11-15 9:27:04
1479,343,GOOGL,buy,18,241.93,4354.74,fulfilled,2023-11-08 12:19:57
1480,343,GOOGL,sell,14,241.93,3387.02,fulfilled,2023-11-08 12:19:57
1481,343,GOOGL,buy,42,349.63,14684.46,fulfilled,2023-11-15 10:47:42
1482,344,AAPL,buy,84,69.94,5874.96,fulfilled,2023-11-09 12:47:18
1483,344,AAPL,buy,4,151.39,605.56,fulfilled,2023-11-07 14:22:43
1484,344,AAPL,sell,4,151.39,605.56,fulfilled,2023-11-07 14:22:43
1485,345,MSFT,buy,76,12.16,924.16,fulfilled,2023-11-14 12:28:12
1486,345,AAPL,buy,25,67.74,1693.4999999999998,fulfilled,2023-11-14 9:49:48
1487,346,GOOGL,buy,54,210.06,11343.24,fulfilled,2023-11-17 14:09:16
1488,346,GOOGL,buy,7,159.71,1117.97,fulfilled,2023-11-17 10:47:09
1489,346,TCS,buy,95,64.41,6118.95,fulfilled,2023-11-06 14:44:30
1490,346,TCS,sell,47,64.41,3027.27,fulfilled,2023-11-06 14:44:30
1491,346,MSFT,buy,85,24.52,2084.2,fulfilled,2023-11-15 9:45:36
1492,347,AAPL,buy,20,82.27,1645.3999999999999,fulfilled,2023-11-10 10:48:13
1493,347,AAPL,sell,20,82.27,1645.3999999999999,fulfilled,2023-11-10 10:48:13
1494,347,MSFT,buy,40,16.07,642.8,fulfilled,2023-11-10 13:08:06
